ds2: 1750 train / 35 val (0 short items)
step 167600 loss 15.644 ema 15.528 val 17.279 0.06s/it
step 167800 loss 15.448 ema 15.495 val 16.983 0.06s/it
step 168000 loss 15.619 ema 15.469 val 16.943 0.06s/it
step 168200 loss 15.591 ema 15.426 val 16.816 0.06s/it
step 168400 loss 15.304 ema 15.426 val 17.590 0.06s/it
step 168600 loss 15.780 ema 15.463 val 16.427 0.06s/it
step 168800 loss 15.465 ema 15.395 val 17.362 0.06s/it
step 169000 loss 14.821 ema 15.430 val 16.740 0.06s/it
step 169200 loss 15.319 ema 15.401 val 17.131 0.06s/it
step 169400 loss 15.457 ema 15.414 val 17.308 0.06s/it
step 169600 loss 15.656 ema 15.482 val 17.026 0.06s/it
step 169800 loss 15.635 ema 15.457 val 16.827 0.06s/it
DONE
